ID,OEM,Model,Description,Image,Voltage,Minimum_Battery_Weight,Battery_Connector,Lead_Length,Termination,Length,Width,Height
110291,YALE,ERC060VG,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/full_erc-vg_01,19.jpg",36,2900.0,SB-350 Gray,20.0,B,39.1,33.3,23.9
110292,YALE,ERC060VG,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/full_erc-vg_01,21.jpg",48,2900.0,SB-350 Blue,20.0,B,39.1,33.3,23.9
110293,YALE,ERC060VG,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/full_erc-vg_01,23.jpg",80,2900.0,SB-350 Black,20.0,B,39.1,33.3,23.9
110294,YALE,ERC065VG,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/full_erc-vg_01,25.jpg",36,3100.0,SB-350 Gray,20.0,B,39.1,36.7,23.9
110295,YALE,ERC065VG,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/full_erc-vg_01,27.jpg",48,3100.0,SB-350 Blue,20.0,B,39.1,36.7,23.9
110296,YALE,ERC065VG,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/full_erc-vg_01,29.jpg",80,3100.0,SB-350 Black,20.0,B,39.1,36.7,23.9
110297,YALE,ERC070VG,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/full_erc-vg_01,31.jpg",36,3400.0,SB-350 Gray,20.0,B,39.1,40.0,23.9
110298,YALE,ERC070VG,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/full_erc-vg_01,33.jpg",48,3400.0,SB-350 Blue,20.0,B,39.1,40.0,23.9
110299,YALE,ERC070VG,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/full_erc-vg_01,35.jpg",80,3400.0,SB-350 Black,20.0,B,39.1,40.0,23.9
110300,CROWN,PC 4500-60,Walkie/Ride Low-Lift Pallet,"http://www.EQGURU.com/images/L/rider_pallet_PC4500_ig_1_R,1.jpg",24,975.0,SB-175 Gray,20.0,A,31.12,13.19,31.62
110301,CROWN,PC 4500-80,Walkie/Ride Low-Lift Pallet,"http://www.EQGURU.com/images/L/rider_pallet_PC4500_ig_1_R,3.jpg",24,975.0,SB-175 Gray,20.0,A,31.12,13.19,31.62
110311,HYSTER,W25ZA2,Walkie High-Lift Straddle,"http://www.EQGURU.com/images/L/za,0.jpg",24,375.0,SB-175 Red,20.0,B,33.0,13.5,31.0
110312,HYSTER,W30ZA2,Walkie High-Lift Straddle,"http://www.EQGURU.com/images/L/za,1.jpg",24,375.0,SB-175 Red,20.0,B,33.0,13.5,31.0
110320,NISSAN,SCX30SN,Stand-Up Rider Electric,"http://www.EQGURU.com/images/L/SCX,9.jpg",36,1885.0,SB-350 Gray,14.0,B,38.5,16.3,32.0
110321,NISSAN,SCX30N,Stand-Up Rider Electric,"http://www.EQGURU.com/images/L/SCX,8.jpg",36,2175.0,SB-350 Gray,14.0,B,38.5,18.4,32.0
110322,NISSAN,SCX35N,Stand-Up Rider Electric,"http://www.EQGURU.com/images/L/SCX,10.jpg",36,2175.0,SB-350 Gray,14.0,B,38.5,18.4,32.0
110323,NISSAN,SCX40N,Stand-Up Rider Electric,"http://www.EQGURU.com/images/L/SCX,11.jpg",36,2460.0,SB-350 Gray,14.0,B,38.5,20.8,32.0
110324,BARRETT,SCX30SB,Stand-Up Rider Electric,"http://www.EQGURU.com/images/L/Barrett%20SCX-B,8.jpg",36,1885.0,SB-350 Gray,14.0,B,38.5,16.3,32.0
110325,BARRETT,SCX30B,Stand-Up Rider Electric,"http://www.EQGURU.com/images/L/Barrett%20SCX-B,7.jpg",36,2175.0,SB-350 Gray,14.0,B,38.5,18.4,32.0
110326,BARRETT,SCX35B,Stand-Up Rider Electric,"http://www.EQGURU.com/images/L/Barrett%20SCX-B,9.jpg",36,2175.0,SB-350 Gray,14.0,B,38.5,18.4,32.0
110327,BARRETT,SCX40B,Stand-Up Rider Electric,"http://www.EQGURU.com/images/L/Barrett%20SCX40B,1.jpg",36,2460.0,SB-350 Gray,14.0,B,38.5,20.8,32.0
110498,BIG JOE,PTE-45,Walkie Low-Lift Pallet,"http://www.EQGURU.com/images/L/PTE-45,0.jpg",24,480.0,Anderson 175 Gray,15.0,A,29.25,8.75,29.0
110499,BIG JOE,PDR20-106,Walkie High-Lift Reach,"http://www.EQGURU.com/images/L/zr,0.jpg",24,693.0,SB,15.0,A,31.6,11.1,29.0
110500,BIG JOE,PDR30-106,Walkie High-Lift Reach,"http://www.EQGURU.com/images/L/PDR30-106,0.jpg",24,721.0,Anderson 175 Gray,15.0,A,30.88,13.0,29.0
110503,BIG JOE,PDCE40-60,Walkie High-Lift Counterbalanced,"http://www.EQGURU.com/images/L/pdc,0.jpg",24,1042.0,SB 175 Gray,15.0,A,31.0,13.75,23.25
110504,CROWN,RR5715-35,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/reach_truck_rr5700_feature_hr_01,1.jpg",24,1600.0,SB-350 Red,11.0,A,38.38,14.25,31.0
110505,CROWN,RR5715-40,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/reach_truck_rr5700_feature_hr_01,2.jpg",24,1600.0,SB-350 Red,11.0,A,38.38,14.25,31.0
110506,CROWN,RR5725-35,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/reach_truck_rr5700_feature_hr_01,4.jpg",36,1600.0,SB-350 Gray,11.0,A,38.38,14.25,31.0
110507,CROWN,RR5725-45,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/reach_truck_rr5700_feature_hr_01,6.jpg",36,2600.0,SB-350 Gray,11.0,A,38.69,20.75,31.0
110508,CROWN,RR5795S-45,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/reach_truck_rr5700_feature_hr_01,8.jpg",36,2600.0,SB-350 Gray,9.0,A,38.69,20.75,31.0
110509,CROWN,RD5795S-45,Narrow Aisle Double Reach,"http://www.EQGURU.com/images/L/reach_truck_rr5700_feature_hr_01,9.jpg",36,2600.0,SB-350 Gray,9.0,A,38.69,20.75,31.0
110513,NISSAN,BXC30,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/BCX50%20-%20Nissan,0.jpg",36,1840.0,SB-350 Gray,18.0,B,34.84,26.69,23.42
110514,NISSAN,BXC30,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/BCX50%20-%20Nissan,1.jpg",48,1840.0,SB-350 Blue,18.0,B,34.84,26.69,23.42
110515,NISSAN,BXC35,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/BCX50%20-%20Nissan,3.jpg",36,1840.0,SB-350 Gray,18.0,B,34.84,26.69,23.42
110516,NISSAN,BXC35,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/BCX50%20-%20Nissan,2.jpg",48,1840.0,SB-350 Blue,18.0,B,34.84,26.69,23.42
110517,NISSAN,BXC40,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/BCX50%20-%20Nissan,4.jpg",36,3064.0,SB-350 Gray,18.0,B,39.09,28.26,23.42
110518,NISSAN,BXC40,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/BCX50%20-%20Nissan,5.jpg",48,3064.0,SB-350 Blue,18.0,B,39.09,28.26,23.42
110519,NISSAN,BXC50,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/BCX50%20-%20Nissan,7.jpg",36,3064.0,SB-350 Gray,18.0,B,39.09,28.26,23.42
110520,NISSAN,BXC50,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/BCX50%20-%20Nissan,6.jpg",48,3064.0,SB-350 Blue,18.0,B,39.09,28.26,23.42
110521,NISSAN,BXC50L,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/BCX50%20-%20Nissan,9.jpg",36,3527.0,SB-350 Gray,18.0,B,39.09,34.17,23.42
110522,NISSAN,BXC50L,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/BCX50%20-%20Nissan,8.jpg",48,3527.0,SB-350 Blue,18.0,B,39.09,34.17,23.42
110523,NISSAN,BXC60,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/BCX50%20-%20Nissan,10.jpg",36,3075.0,SB-350 Gray,18.0,B,39.09,34.17,23.42
110524,NISSAN,BXC60,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/BCX50%20-%20Nissan,11.jpg",48,3075.0,SB-350 Blue,18.0,B,39.09,34.17,23.42
110525,NISSAN,BXC80,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/BCX50%20-%20Nissan,13.jpg",36,3351.0,SB-350 Gray,18.0,B,39.09,34.17,23.42
110526,NISSAN,BXC80,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/BCX50%20-%20Nissan,12.jpg",48,3351.0,SB-350 Blue,18.0,B,39.09,34.17,23.42
110527,RAYMOND,7400-R35TT,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/7400,1.jpg",36,2900.0,SB-350 Gray,15.0,B,38.62,21.12,30.33
110528,RAYMOND,7400-DR32TT,Narrow Aisle Double Reach,"http://www.EQGURU.com/images/L/7400,2.jpg",36,2000.0,SB-350 Gray,15.0,B,38.62,18.12,30.33
110534,HYUNDAI,15BT-7,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Hyundai%2015BT-7,0.jpg",36,1565.0,SB-350 Gray,18.0,B,39.0,21.5,25.0
110535,HYUNDAI,15BT-7,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Hyundai%2015BT,0.jpg",48,1565.0,SB-350 Blue,18.0,B,39.0,21.5,25.0
110536,HYUNDAI,18BT-7,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Hyundai%2015BT,1.jpg",36,1841.0,SB-350 Gray,18.0,B,39.0,24.8,25.0
110537,HYUNDAI,18BT-7,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Hyundai%2015BT,2.jpg",48,1841.0,SB-350 Blue,18.0,B,39.0,24.8,25.0
110538,HYUNDAI,20BT-7,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Hyundai%2015BT,3.jpg",36,1841.0,SB-350 Gray,18.0,B,39.0,24.8,25.0
110539,HYUNDAI,20BT-7,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Hyundai%2015BT,4.jpg",48,1841.0,SB-350 Blue,18.0,B,39.0,24.8,25.0
110542,HYUNDAI,25BC-7,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/22BC-7,3.jpg",36,2490.0,SB-350 Gray,18.0,B,30.55,26.76,23.62
110543,HYUNDAI,25BC-7,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/22BC,1.jpg",48,2490.0,SB-350 Blue,18.0,B,30.55,26.76,23.62
110544,HYUNDAI,30BC-7,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/22BC-7,5.jpg",36,3000.0,SB-350 Gray,18.0,B,39.76,34.49,23.62
110545,HYUNDAI,30BC-7,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/22BC,2.jpg",48,3000.0,SB-350 Blue,18.0,B,39.76,34.49,23.62
110546,HYUNDAI,32BC-7,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/22BC,3.jpg",36,3000.0,SB-350 Gray,18.0,B,39.76,34.49,23.62
110547,HYUNDAI,32BC-7,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/22BC,4.jpg",48,3000.0,SB-350 Blue,18.0,B,39.76,34.49,23.62
110563,TCM,WP60,Walkie Low-Lift Pallet,"http://www.EQGURU.com/images/L/TCM%20Walkie%20WP,1.jpg",24,800.0,SB-175 Red,20.0,B,32.0,13.25,31.62
110564,TCM,WP80,Walkie Low-Lift Pallet,"http://www.EQGURU.com/images/L/TCM%20Walkie%20WP,3.jpg",24,800.0,SB-175 Red,20.0,B,32.0,13.25,31.62
110565,TCM,ER60,Walkie/Ride Low-Lift Pallet,"http://www.EQGURU.com/images/L/Wlkie-ride%20TCM,1.jpg",24,900.0,SB-175 Red,20.0,B,31.9,13.25,32.0
110566,TCM,ER80,Walkie/Ride Low-Lift Pallet,"http://www.EQGURU.com/images/L/Wlkie-ride%20TCM,4.jpg",24,900.0,SB-175 Red,20.0,B,31.9,13.25,32.0
110567,TCM,CR60,Walkie/Ride Low-Lift Pallet,"http://www.EQGURU.com/images/L/Center-ride%20TCM,1.jpg",24,855.0,SB-175 Red,20.0,B,33.3,13.5,31.6
110568,TCM,CR80,Walkie/Ride Low-Lift Pallet,"http://www.EQGURU.com/images/L/Center-ride%20TCM,5.jpg",24,855.0,SB-175 Red,20.0,B,33.3,13.5,31.6
110570,TCM,CB30,Walkie High-Lift Counterbalanced,"http://www.EQGURU.com/images/L/Counter-balanced%20TCM,1.jpg",24,410.0,SB-175 Gray,20.0,B,32.0,13.5,31.0
110571,TCM,CB40,Walkie High-Lift Counterbalanced,"http://www.EQGURU.com/images/L/Counter-balanced%20TCM,3.jpg",24,410.0,SB-175 Gray,20.0,B,32.0,13.5,31.0
110573,TCM,ST30,Walkie High-Lift Straddle,"http://www.EQGURU.com/images/L/Walkie,0.jpg",24,960.0,SB-175 Gray,20.0,B,34.5,13.5,31.0
110575,TCM,ST40,Walkie High-Lift Straddle,"http://www.EQGURU.com/images/L/Walkie,1.jpg",24,960.0,SB-175 Gray,20.0,B,34.5,13.5,31.0
110580,HYUNDAI,16B-7,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/20b-7,1.jpg",48,1874.0,SB-350 Blue,18.0,B,39.4,21.7,25.0
110581,HYUNDAI,18B-7,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/20b,0.jpg",48,1840.0,SB-350 Blue,18.0,B,39.4,25.1,25.0
110582,HYUNDAI,20B-7,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/20b,1.jpg",48,1840.0,SB-350 Blue,18.0,B,39.4,25.1,25.0
110583,HYUNDAI,25B-7,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/25b-7,1.jpg",48,2425.0,SB-350 Blue,18.0,B,41.9,31.3,21.1
110584,HYUNDAI,22B-7,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/25b,0.jpg",48,2292.0,SB-350 Blue,18.0,B,41.9,31.3,21.1
110585,HYUNDAI,30B-7,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/25b,1.jpg",48,2800.0,SB-350 Blue,18.0,B,41.9,38.9,21.1
110586,HYUNDAI,32B-7,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/25b,2.jpg",48,2800.0,SB-350 Blue,18.0,B,41.9,38.9,21.1
110587,HYUNDAI,20BC-7,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/22BC,5.jpg",48,2490.0,SB-350 Blue,18.0,B,39.76,30.55,23.62
110588,HYUNDAI,20BC-7,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/22BC,6.jpg",36,2490.0,SB-350 Gray,18.0,B,39.76,30.55,23.62
110621,TUSK,700CBH-1,Sit-Down Rider Cushion Electric,"http://www.EQGURU.com/images/L/700,0.jpg",36,3491.0,SB-350 Gray,18.0,A,44.6,39.6,24.0
110622,NISSAN,SRX35N,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/SRX%20reach,2.jpg",36,2060.0,SB-350 Gray,24.0,C,38.7,16.4,32.0
110623,NISSAN,SRX45N,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/SRX%20reach,4.jpg",36,2060.0,SB-350 Gray,20.0,C,38.7,16.4,32.0
110624,NISSAN,SRX45LN,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/SRX%20reach,3.jpg",36,2600.0,SB-350 Gray,24.0,C,38.7,20.9,32.0
110625,NISSAN,SRX30ND,Narrow Aisle Double Reach,"http://www.EQGURU.com/images/L/SRX%20reach,1.jpg",36,2060.0,SB-350 Gray,24.0,C,38.7,16.4,32.0
110626,NISSAN,SRX30LND,Narrow Aisle Double Reach,"http://www.EQGURU.com/images/L/SRX%20reach,0.jpg",36,2600.0,SB-350 Gray,24.0,C,38.7,20.9,32.0
110630,HYSTER,J45XN,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/Hyster%20J-XN,1.jpg",80,3700.0,SB-350 Black,20.0,A,40.7,28.2,31.2
110636,HYSTER,J50XN,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/Hyster%20J,1.jpg",80,3700.0,SB-350 Black,20.0,A,40.7,28.2,31.2
110637,HYSTER,J60XN,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/Hyster%20j80-100xn,0.jpg",80,4500.0,SB-350 Black,20.0,A,40.7,33.9,31.2
110639,HYSTER,J70XN,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/Hyster%20J,4.jpg",80,4500.0,SB-350 Black,20.0,A,40.7,33.9,31.2
110640,BARRETT,SRX35B,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/Barrett%20Reach,1.jpg",36,2060.0,SB-350 Gray,24.0,B,38.7,16.4,32.0
110641,BARRETT,SRX45B,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/Barrett%20Reach,3.jpg",36,2060.0,SB-350 Gray,24.0,B,38.7,16.4,32.0
110642,BARRETT,SRX45LB,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/Barrett%20Reach,5.jpg",36,2600.0,SB-350 Gray,24.0,B,38.7,20.9,32.0
110643,BARRETT,SRX30BD,Narrow Aisle Double Reach,"http://www.EQGURU.com/images/L/Barrett%20Reach,7.jpg",36,2060.0,SB-350 Gray,24.0,B,38.7,16.4,32.0
110644,BARRETT,SRX30LBD,Narrow Aisle Double Reach,"http://www.EQGURU.com/images/L/Barrett%20Reach,9.jpg",36,2600.0,SB-350 Gray,24.0,B,38.7,20.9,32.0
110645,YALE,ERP045VL,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/erp045vl,1.jpg",80,3700.0,SBE-320 Black,30.0,A,40.7,28.2,31.2
110646,YALE,ERP050VL,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/erp045vl,3.jpg",80,3700.0,SBE-320 Black,30.0,A,40.7,28.2,31.2
110649,YALE,ERP060VL,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/erp045vl,8.jpg",80,4500.0,SBE-320 Black,30.0,A,40.7,33.9,31.2
110650,YALE,ERP070VL,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/erp045vl,9.jpg",80,4500.0,SBE-320 Black,30.0,A,40.7,33.9,31.2
110695,CATERPILLAR,2ET2500,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Cat%202ET3000,1.jpg",48,1497.0,Schaltbau 320,16.0,A,32.68,20.55,24.69
110696,CATERPILLAR,2ET3000,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Cat%202ET3000,2.jpg",48,2147.0,Schaltbau 320,16.0,A,32.68,29.06,24.69
110697,CATERPILLAR,2ETC3000,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Cat%202ET3000,3.jpg",48,1791.0,Schaltbau 320,16.0,A,32.68,24.8,24.69
110698,CATERPILLAR,2ETC3500,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Cat%202ET3000,4.jpg",48,1791.0,Schaltbau 320,16.0,A,32.68,24.8,24.69
110699,CATERPILLAR,2ET3500,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Cat%202ET3000,5.jpg",48,2147.0,Schaltbau 320,16.0,A,32.68,29.06,24.69
110700,CATERPILLAR,2ET4000,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Cat%202ET3000,6.jpg",48,2147.0,Schaltbau 320,16.0,A,32.68,29.06,24.69
110705,RAYMOND,RSS30,Walkie High-Lift Straddle,"http://www.EQGURU.com/images/L/RSS%20stack,6.jpg",24,950.0,SB-175 Red,20.0,B,0.0,0.0,0.0
110706,RAYMOND,RSS30,Walkie High-Lift Straddle,"http://www.EQGURU.com/images/L/RSS%20stack,7.jpg",24,950.0,SB-175 Red,20.0,B,0.0,0.0,0.0
110707,RAYMOND,4450-C30,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Raymond%204450,1.jpg",36,1450.0,SB-6320,30.0,A,38.8,20.86,23.0
110708,RAYMOND,4450-C30,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Raymond%204450,2.jpg",48,1450.0,SB-6321,30.0,A,38.8,20.86,23.0
110709,RAYMOND,4450-C35S,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Raymond%204450,3.jpg",36,1450.0,SB-6320,30.0,A,38.8,20.86,23.0
110710,RAYMOND,4450-C35S,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Raymond%204450,4.jpg",48,1450.0,SB-6321,30.0,A,38.8,20.86,23.0
110711,RAYMOND,4450-C35,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Raymond%204450,5.jpg",36,2050.0,SB-6320,30.0,A,38.8,25.19,23.0
110712,RAYMOND,4450-C35,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Raymond%204450,6.jpg",48,2050.0,SB-6321,30.0,A,38.8,25.19,23.0
110713,RAYMOND,4450-C40,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Raymond%204450,7.jpg",36,2050.0,SB-6320,30.0,A,38.8,25.19,23.0
110714,RAYMOND,4450-C40,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/Raymond%204450,8.jpg",48,2050.0,SB-6321,30.0,A,38.8,25.19,23.0
110785,CATERPILLAR,EP4000,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/CAT%20EPC3000,6.jpg",48,2147.0,Schaltbau 320,16.0,A,32.68,29.06,24.69
110786,CATERPILLAR,EP3500,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/CAT%20EPC3000,7.jpg",48,2147.0,Schaltbau 320,16.0,A,32.68,29.06,24.69
110787,CATERPILLAR,EPC3500,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/CAT%20EPC3000,8.jpg",48,1791.0,Schaltbau 320,16.0,A,32.68,24.8,24.69
110788,CATERPILLAR,EP3000,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/CAT%20EPC3000,9.jpg",48,2147.0,Schaltbau 320,16.0,A,32.68,29.06,24.69
110789,CATERPILLAR,EPC3000,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/CAT%20EPC3000,10.jpg",48,1791.0,Schaltbau 320,16.0,A,32.68,24.8,24.69
110790,CATERPILLAR,EP5000,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/CAT%20EP7000,1.jpg",80,3948.0,Schaltbau 320,16.0,A,40.47,30.87,27.99
110791,CATERPILLAR,EPC5000,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/CAT%20EP7000,2.jpg",80,3299.0,Schaltbau 320,16.0,A,40.47,30.87,27.99
110792,CATERPILLAR,EP6000,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/CAT%20EP7000,3.jpg",80,3948.0,Schaltbau 320,16.0,A,40.47,30.87,27.99
110793,CATERPILLAR,EP7000,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/CAT%20EP7000,4.jpg",80,3902.0,Schaltbau 320,16.0,A,40.5,33.7,30.9
110794,CATERPILLAR,EP8000,Sit-Down Rider Pneumatic Electric,"http://www.EQGURU.com/images/L/CAT%20EP7000,5.jpg",80,4562.0,Schaltbau 320,16.0,A,40.5,33.7,30.9
110795,CROWN,RD5725-30,Narrow Aisle Double Reach,"http://www.EQGURU.com/images/L/reach_truck_rr5700,1.jpg",36,2600.0,SB-350 Gray,9.0,A,38.69,20.75,31.0
110796,CROWN,RD5795s-30,Narrow Aisle Double Reach,"http://www.EQGURU.com/images/L/reach_truck_5700s,1.jpg",36,2600.0,SB-350 Gray,9.0,A,38.69,20.75,31.0
110797,JUNGHEINRICH,ETG 230,Stand-Up Rider Electric,"http://www.EQGURU.com/images/L/ETG%20230-355,1.JPG",36,2000.0,SB-350 Gray,20.0,C,38.58,16.25,31.69
110798,JUNGHEINRICH,ETG 235,Stand-Up Rider Electric,"http://www.EQGURU.com/images/L/ETG%20230-355,3.JPG",36,2000.0,SB-350 Gray,20.0,C,38.58,16.25,31.69
110799,JUNGHEINRICH,ETG 340,Stand-Up Rider Electric,"http://www.EQGURU.com/images/L/ETG%20230-355,5.JPG",36,2600.0,SB-350 Gray,20.0,C,38.58,21.25,31.69
110800,JUNGHEINRICH,ETG 350,Stand-Up Rider Electric,"http://www.EQGURU.com/images/L/ETG%20230-355,7.JPG",36,2900.0,SB-350 Gray,20.0,C,38.6,23.7,31.7
110801,JUNGHEINRICH,ETG 355,Stand-Up Rider Electric,"http://www.EQGURU.com/images/L/ETG%20230-355,9.JPG",36,2900.0,SB-350 Gray,20.0,C,38.6,23.7,31.7
110802,JUNGHEINRICH,EFG 110k,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/EFG110,1.jpg",24,779.0,Rema 320 A,16.0,A,32.68,10.75,24.69
110803,JUNGHEINRICH,ETB 130,High-Lift Straddle-Type,"http://www.EQGURU.com/images/L/ETB%20130-340,1.jpg",24,1600.0,SB-350 Red,25.0,B,38.58,14.25,31.65
110804,JUNGHEINRICH,ETB 140,High-Lift Straddle-Type,"http://www.EQGURU.com/images/L/ETB%20130-340,3.jpg",24,2000.0,SB-350 Red,25.0,B,38.58,14.25,31.65
110805,JUNGHEINRICH,ETB 230,High-Lift Straddle-Type,"http://www.EQGURU.com/images/L/ETB%20130-340,5.jpg",36,1600.0,SB-350 Gray,25.0,B,38.58,14.25,31.65
110806,JUNGHEINRICH,ETB 340,High-Lift Straddle-Type,"http://www.EQGURU.com/images/L/ETB%20130-340,7.jpg",36,2000.0,SB-350 Gray,25.0,B,38.58,16.25,31.65
110807,JUNGHEINRICH,ETR 130,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/ETR%20130-125D,1.jpg",24,1600.0,SB-350 Red,25.0,B,38.6,14.25,31.65
110808,JUNGHEINRICH,ETR 135,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/ETR%20130-125D,3.jpg",24,1600.0,SB-350 Red,25.0,B,38.6,14.25,31.65
110809,JUNGHEINRICH,ETR 140,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/ETR%20130-125D,5.jpg",24,1600.0,SB-350 Red,25.0,B,38.6,14.25,31.65
110810,JUNGHEINRICH,ETR 125d,Narrow Aisle Double Reach,"http://www.EQGURU.com/images/L/ETR%20130-125D,7.jpg",24,1600.0,SB-350 Red,25.0,B,38.6,14.25,31.65
110811,JUNGHEINRICH,ETR 230,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/ETR%20230-345p,1.jpg",36,1600.0,SB-350 Gray,25.0,B,38.6,14.25,31.65
110812,JUNGHEINRICH,ETR 235,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/ETR%20230-345p,3.jpg",36,2000.0,SB-350 Gray,25.0,B,38.6,16.25,31.65
110813,JUNGHEINRICH,ETR 340,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/ETR%20230-345p,5.jpg",36,2000.0,SB-350 Gray,25.0,B,38.6,16.25,31.65
