ID,OEM,Model,Description,Image,Voltage,Minimum_Battery_Weight,Battery_Connector,Lead_Length,Termination,Length,Width,Height
75320,KALMAR AC,ET35AMX,3-Wheel Rider Electric,http://www.EQGURU.com/images/L/T_714/kal_ac_3.jpg,36,1570.0,SB-350 Gray,14.0,B,38.8,21.3,24.0
75323,BT PRIME-MOVER,RCX30,Stand-Up Rider Electric,http://www.EQGURU.com/images/,36,1885.0,SB-350 Gray,25.0,C,38.8,16.1,31.5
75324,BT PRIME-MOVER,RCX35,Stand-Up Rider Electric,http://www.EQGURU.com/images/,36,2175.0,SB-350 Gray,25.0,C,38.8,18.38,31.5
75325,BT PRIME-MOVER,RCX40,Stand-Up Rider Electric,http://www.EQGURU.com/images/,36,2460.0,SB-350 Gray,25.0,C,38.8,20.75,31.5
75326,BT PRIME-MOVER,RCX50,Stand-Up Rider Electric,http://www.EQGURU.com/images/,36,2460.0,SB-350 Gray,25.0,C,38.8,20.75,31.5
75329,CLARK,TMX15S,3-Wheel Rider Electric,http://www.EQGURU.com/images/L/T_706/tmx.jpg,48,1650.0,SB-350 Blue,18.0,A,38.8,13.75,31.0
75331,CLARK,TMX25,3-Wheel Rider Electric,http://www.EQGURU.com/images/L/T_706/tmx.jpg,48,2590.0,SB-350 Blue,18.0,A,38.8,20.5,31.0
75333,BARRETT,WPB-60,Walkie Low-Lift Pallet,"http://www.EQGURU.com/images/L/wpb,0.jpg",24,800.0,SB-175 Gray,20.0,B,32.0,13.5,31.0
75334,BT PRIME-MOVER,RRX35,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/rrx,0.jpg",24,2000.0,SB-350 Red,15.0,C,38.75,16.4,32.0
75335,BT PRIME-MOVER,RRX35,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/rrx,1.jpg",36,2000.0,SB-350 Gray,15.0,C,38.75,16.4,32.0
75336,BT PRIME-MOVER,RRX45,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/rrx,2.jpg",36,2000.0,SB-350 Gray,15.0,C,38.75,16.4,32.0
75337,BT PRIME-MOVER,RTX35,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/rtx,0.jpg",24,1600.0,SB-350 Red,15.0,C,38.75,14.4,32.0
75338,BT PRIME-MOVER,RTX35,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/rtx,1.jpg",36,1600.0,SB-350 Gray,15.0,C,38.75,14.4,32.0
75339,BT PRIME-MOVER,RTX45,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/rtx,2.jpg",36,2000.0,SB-350 Gray,15.0,C,38.75,16.4,32.0
75340,BT PRIME-MOVER,RDX30,Narrow Aisle Double Reach,"http://www.EQGURU.com/images/L/rrx,3.jpg",36,2000.0,SB-350 Gray,15.0,C,38.75,16.4,32.0
75342,BT PRIME-MOVER,OE35,Counterbalanced Order Picker,http://www.EQGURU.com/images/,24,1100.0,SB-350 Red,18.0,B,36.25,13.875,31.5
75343,BT PRIME-MOVER,OE35,Counterbalanced Order Picker,http://www.EQGURU.com/images/,36,1100.0,SB-350 Gray,18.0,B,38.25,13.875,31.5
75344,BT PRIME-MOVER,OPX30,Counterbalanced Order Picker,"http://www.EQGURU.com/images/L/opx,0.jpg",24,1500.0,SB-350 Red,15.0,C,36.25,13.875,31.5
75345,BT PRIME-MOVER,OPX30,Counterbalanced Order Picker,"http://www.EQGURU.com/images/L/opx,1.jpg",36,1650.0,SB-350 Gray,15.0,C,36.25,13.875,31.5
75346,BT PRIME-MOVER,PMX,Walkie Low-Lift Pallet,"http://www.EQGURU.com/images/L/pmx1,0.jpg",24,200.0,SB-175 Red,18.0,B,28.25,9.0,24.0
75347,BT PRIME-MOVER,RMX50,Walkie Low-Lift Pallet,"http://www.EQGURU.com/images/L/rmx,0.jpg",12,400.0,SB-175,15.0,B,31.75,13.313,32.0
75348,BT PRIME-MOVER,RMX65,Walkie Low-Lift Pallet,"http://www.EQGURU.com/images/L/rmx,2.jpg",24,900.0,SB-175 Red,15.0,B,31.75,13.3,32.0
75349,BT PRIME-MOVER,RMX80,Walkie Low-Lift Pallet,"http://www.EQGURU.com/images/L/rmx,3.jpg",24,900.0,SB-175 Red,15.0,B,31.75,13.3,32.0
75350,BT PRIME-MOVER,CMX60,Walkie/Ride Low-Lift Pallet,"http://www.EQGURU.com/images/L/cmx,0.jpg",24,900.0,SB-175 Red,15.0,B,31.75,13.3,32.0
75351,BT PRIME-MOVER,CMX80,Walkie/Ride Low-Lift Pallet,"http://www.EQGURU.com/images/L/cmx,1.jpg",24,900.0,SB-175 Red,15.0,B,31.75,13.3,32.0
75352,BT PRIME-MOVER,HMX65,Walkie/Ride Low-Lift Pallet,"http://www.EQGURU.com/images/L/hmx,0.jpg",24,900.0,SB-175 Red,15.0,B,31.75,13.3,32.0
75353,BT PRIME-MOVER,HMX80,Walkie/Ride Low-Lift Pallet,"http://www.EQGURU.com/images/L/hmx,1.jpg",24,900.0,SB-175 Red,15.0,B,31.75,13.3,32.0
75354,BT PRIME-MOVER,WRX30,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/wrx,0.jpg",24,980.0,SB-175 Red,20.0,B,32.3,13.3,32.0
75355,BT PRIME-MOVER,WSX20,Walkie High-Lift Straddle,"http://www.EQGURU.com/images/L/wsx,0.jpg",24,290.0,SB-175 Red,15.0,B,27.3,9.0,32.0
75356,BT PRIME-MOVER,WSX22,Walkie High-Lift Straddle,"http://www.EQGURU.com/images/L/wsx,1.jpg",24,290.0,SB-175 Red,20.0,B,32.3,9.0,32.0
75357,BT PRIME-MOVER,WSX25,Walkie High-Lift Straddle,"http://www.EQGURU.com/images/L/wsx,2.jpg",24,290.0,SB-175 Red,15.0,B,27.3,9.0,32.0
75358,BT PRIME-MOVER,WSX30,Walkie High-Lift Straddle,"http://www.EQGURU.com/images/L/wsx,3.jpg",24,980.0,SB-175 Red,20.0,B,32.3,13.3,32.0
75359,BT PRIME-MOVER,WSX40,Walkie High-Lift Straddle,"http://www.EQGURU.com/images/L/wsx,4.jpg",24,980.0,SB-175 Red,20.0,B,32.3,13.3,32.0
75360,BT PRIME-MOVER,CSX20,Walkie High-Lift Counterbalanced,"http://www.EQGURU.com/images/L/csx,6.jpg",24,980.0,SB-175 Red,20.0,B,32.3,13.3,32.0
75361,BT PRIME-MOVER,CSX30,Walkie High-Lift Counterbalanced,"http://www.EQGURU.com/images/L/csx,5.jpg",24,980.0,SB-175 Red,20.0,B,32.3,13.3,32.0
75362,BT PRIME-MOVER,CSX40,Walkie High-Lift Counterbalanced,"http://www.EQGURU.com/images/L/csx,4.jpg",24,980.0,SB-175 Red,20.0,B,32.3,13.3,32.0
75363,BARRETT,RR35,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/rr,2.jpg",24,2000.0,SB-350 Red,15.0,C,38.75,16.4,32.0
75364,BARRETT,RR35,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/rr,3.jpg",36,2000.0,SB-350 Gray,15.0,C,38.75,16.4,32.0
75365,BARRETT,RR45,Narrow Aisle Single Reach,"http://www.EQGURU.com/images/L/rr45,1.jpg",36,2000.0,SB-350 Gray,15.0,C,38.75,16.4,32.0
75370,BARRETT,RR30D,Narrow Aisle Double Reach,"http://www.EQGURU.com/images/L/rr,1.jpg",36,2000.0,SB-350 Gray,15.0,C,38.75,16.4,32.0
75373,BARRETT,WP-40,Walkie Low-Lift Pallet,http://www.EQGURU.com/images/L/T_702/wp.jpg,12,410.0,SB-175 Gray,20.0,B,32.0,8.25,31.0
75374,BARRETT,WP-60,Walkie Low-Lift Pallet,http://www.EQGURU.com/images/L/T_702/wp.jpg,24,800.0,SB-175 Gray,20.0,B,32.0,13.5,31.0
75375,BARRETT,WP-80,Walkie Low-Lift Pallet,http://www.EQGURU.com/images/L/T_702/wp.jpg,24,800.0,SB-175 Gray,20.0,B,32.0,13.5,31.0
75377,BARRETT,Wrp-40,Walkie/Ride Low-Lift Pallet,http://www.EQGURU.com/images/L/T_702/wrp.jpg,24,800.0,SB-175 Gray,20.0,B,32.0,13.5,31.0
75378,BARRETT,WRP-60,Walkie/Ride Low-Lift Pallet,http://www.EQGURU.com/images/,24,800.0,SB-175 Gray,20.0,B,32.0,13.5,31.0
75379,BARRETT,WRP-80,Walkie/Ride Low-Lift Pallet,http://www.EQGURU.com/images/,24,800.0,SB-175 Gray,20.0,B,32.0,13.5,31.0
75380,BARRETT,SGX-60,Walkie/Ride Low-Lift Pallet,http://www.EQGURU.com/images/L/T_702/sgx.jpg,24,800.0,SB-175 Gray,20.0,B,32.0,13.5,31.0
75381,BARRETT,SGX-80,Walkie/Ride Low-Lift Pallet,http://www.EQGURU.com/images/L/T_702/sgx.jpg,24,800.0,SB-175 Gray,20.0,B,32.0,13.5,31.0
75382,BARRETT,WSR-30,Walkie High-Lift Reach,http://www.EQGURU.com/images/L/T_702/wsr.jpg,24,980.0,SB-175 Red,20.0,B,32.3,13.3,31.0
75383,BARRETT,WS-30,Walkie High-Lift Straddle,http://www.EQGURU.com/images/L/T_702/ws.jpg,12,960.0,SB-175 Gray,20.0,B,34.5,13.5,31.0
75384,BARRETT,WS-40,Walkie High-Lift Straddle,http://www.EQGURU.com/images/L/T_702/ws.jpg,12,960.0,SB-175 Gray,20.0,B,34.5,13.5,31.0
75385,BARRETT,EWS-20,Walkie High-Lift Straddle,http://www.EQGURU.com/images/L/T_702/ews.jpg,24,290.0,SB-175 Red,15.0,B,28.25,9.0,24.0
75386,BARRETT,EWS-25,Walkie High-Lift Straddle,http://www.EQGURU.com/images/L/T_702/ews.jpg,24,290.0,SB-175 Red,15.0,B,28.25,9.0,24.0
75387,BARRETT,WC-30,Walkie High-Lift Counterbalanced,http://www.EQGURU.com/images/L/T_702/wc.jpg,24,410.0,SB-175 Gray,20.0,B,32.0,8.25,31.0
75388,BARRETT,WC-40,Walkie High-Lift Counterbalanced,http://www.EQGURU.com/images/L/T_702/wc.jpg,24,410.0,SB-175 Gray,20.0,B,32.0,8.25,31.0
75391,BIG JOE,SSCM-20,Counterbalanced Order Picker,http://www.EQGURU.com/images/L/T_703/sscm.jpg,24,0.0,NULL,NULL,NULL,7.43,15.62,14.375
75392,BIG JOE,PTW-40,Walkie Low-Lift Pallet,http://www.EQGURU.com/images/L/T_703/ptw.jpg,24,132.0,NULL,NULL,NULL,32.0,7.25,14.5
75393,BIG JOE,PDC-15,Walkie High-Lift Counterbalanced,"http://www.EQGURU.com/images/L/pdc,1.jpg",24,465.0,Anderson 175 Gray,15.0,A,31.4,6.8,32.0
75394,BIG JOE,PDC-20A,Walkie High-Lift Counterbalanced,"http://www.EQGURU.com/images/L/pdc,2.jpg",24,465.0,Anderson 175 Gray,15.0,A,31.4,6.8,32.0
75395,BIG JOE,PDC-25,Walkie High-Lift Counterbalanced,"http://www.EQGURU.com/images/L/pdc,3.jpg",24,700.0,Anderson 175 Gray,15.0,A,31.4,13.12,32.0
75396,BIG JOE,PDC-30,Walkie High-Lift Counterbalanced,"http://www.EQGURU.com/images/L/pdc,4.jpg",24,700.0,Anderson 175 Gray,15.0,A,31.4,13.12,32.0
75397,BIG JOE,PDC-40,Walkie High-Lift Counterbalanced,"http://www.EQGURU.com/images/L/pdc,5.jpg",24,1020.0,Anderson 175 Gray,15.0,A,31.4,13.12,32.0
75398,BIG JOE,PDCM-20,Walkie High-Lift Counterbalanced,http://www.EQGURU.com/images/L/T_703/pdcm.jpg,24,0.0,SB,22.0,A,13.125,31.43,32.0
75399,BIG JOE,PDCM-25,Walkie High-Lift Counterbalanced,http://www.EQGURU.com/images/L/T_703/pdcm.jpg,24,0.0,SB,22.0,A,13.125,31.43,32.0
75400,BIG JOE,PDH20-60,Walkie High-Lift Straddle,"http://www.EQGURU.com/images/L/PDH,0.jpg",12,439.0,Anderson 175 Gray,15.0,A,30.88,13.13,32.0
75401,BIG JOE,PDH25-60,Walkie High-Lift Straddle,"http://www.EQGURU.com/images/L/PDH,1.jpg",12,505.0,Anderson 175 Gray,15.0,A,30.88,13.13,32.0
75402,BIG JOE,PDH30-60,Walkie High-Lift Straddle,"http://www.EQGURU.com/images/L/PDH,2.jpg",12,550.0,Anderson 175 Gray,15.0,A,30.88,13.13,32.0
75405,HYSTER,E45Z,Sit-Down Rider Cushion Electric,http://www.EQGURU.com/images/L/T_712/E45-65Z.jpg,36,2300.0,SB-350 Gray,30.0,B,38.9,27.4,24.4
75406,HYSTER,J35ZT,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/JZT,2.jpg",36,2100.0,SB-350 Gray,20.0,A,39.0,25.2,23.1
75407,HYSTER,J35ZT,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/JZT,3.jpg",48,2100.0,SB-350 Blue,20.0,A,39.0,25.2,23.1
75411,HYSTER,J40ZT,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/JZT,4.jpg",36,2100.0,SB-350 Gray,20.0,A,39.0,25.2,23.1
75413,BARRETT,EWP2,Walkie Low-Lift Pallet,"http://www.EQGURU.com/images/L/ewp,0.jpg",24,200.0,SB-175 Red,20.0,A,28.25,9.0,32.0
75414,NISSAN,EWPN2-45,Walkie Low-Lift Pallet,"http://www.EQGURU.com/images/L/ewpn,0.jpg",24,200.0,SB-175 Gray,20.0,A,28.25,9.0,32.0
75415,CROWN,WP 2335-45,Walkie Low-Lift Pallet,http://www.EQGURU.com/images/L/T_708/wp.jpg,24,330.0,SB-175 Gray,20.0,A,25.83,7.9,26.0
75416,CROWN,WE 2300-25,Walkie High-Lift Counterbalanced,http://www.EQGURU.com/images/L/T_708/we.jpg,24,644.0,SB-175 Gray,20.0,B,32.5,8.5,24.7
75417,CROWN,WE 2300-30,Walkie High-Lift Counterbalanced,http://www.EQGURU.com/images/L/T_708/we.jpg,24,644.0,SB-175 Gray,18.0,A&B,32.5,8.5,24.7
75418,CROWN,ST 3000N-20,Walkie High-Lift Straddle,http://www.EQGURU.com/images/L/T_708/st.jpg,24,132.0,SB-175 Gray,20.0,A&B,25.55,7.28,24.13
75419,CROWN,ST 3000-20,Walkie High-Lift Straddle,http://www.EQGURU.com/images/L/T_708/st.jpg,24,132.0,SB-175 Gray,20.0,A&B,25.55,7.28,24.13
75420,HYSTER,J40ZT,3-Wheel Rider Electric,"http://www.EQGURU.com/images/L/JZT,5.jpg",48,2100.0,SB-350 Blue,20.0,A,39.0,25.2,23.1
75421,TOYOTA,7FBCHU25,Sit-Down Rider Cushion Electric,http://www.EQGURU.com/images/L/T_724/7FBCU.jpg,48,3000.0,SB-350 Blue,16.0,B,39.1,34.3,23.8
75422,NISSAN,TNX35,3-Wheel Rider Electric,http://www.EQGURU.com/images/L/T_719/nx.jpg,36,1490.0,SB-350 Blue,14.0,B,39.2,20.9,25.8
75423,NISSAN,NX35,3-Wheel Rider Electric,http://www.EQGURU.com/images/L/T_719/nx.jpg,48,1490.0,SB-350 Gray,14.0,B,39.2,20.9,25.8
75424,KALMAR AC,OP30B,Counterbalanced Order Picker,http://www.EQGURU.com/images/L/T_714/opb.jpg,24,1500.0,SB-350 Red,15.0,C,38.25,13.875,31.5
75428,CROWN,WP 2330-45,Walkie Low-Lift Pallet,http://www.EQGURU.com/images/L/T_708/wp.jpg,24,330.0,SB-175 Gray,20.0,A,25.83,7.9,26.0
75435,KOMATSU,FS25SH-1,Stand-Up Rider Electric,http://www.EQGURU.com/images/L/T_716/fss.jpg,36,2700.0,SB-350 Gray,9.0,D,38.8,20.7,31.5
75437,CROWN,WP 2340-45,Walkie Low-Lift Pallet,http://www.EQGURU.com/images/L/T_708/wp.jpg,24,330.0,SB-175 Gray,20.0,A,25.83,9.1,26.0
75438,CROWN,WP 2345-45,Walkie Low-Lift Pallet,http://www.EQGURU.com/images/L/T_708/wp.jpg,24,330.0,SB-175 Gray,20.0,A,25.83,9.1,26.0
75439,CROWN,WS 2300-40,Walkie High-Lift Straddle,http://www.EQGURU.com/images/L/T_708/ws.jpg,24,267.0,SB-175 Red,18.0,B,32.5,8.5,24.7
75445,TOYOTA,7FBCHU25,Sit-Down Rider Cushion Electric,http://www.EQGURU.com/images/L/T_724/7FBCU.jpg,36,3000.0,SB-350 Gray,16.0,B,39.1,34.3,23.8
75447,NISSAN,TNX30,3-Wheel Rider Electric,http://www.EQGURU.com/images/L/T_719/nx.jpg,36,1490.0,SB-350 Gray,14.0,B,39.2,20.9,25.8
75448,NISSAN,NX30,3-Wheel Rider Electric,http://www.EQGURU.com/images/L/T_719/nx.jpg,48,1490.0,SB-350 Gray,14.0,B,39.2,20.9,25.8
75449,KOMATSU,MPF15-2A,Counterbalanced Order Picker,http://www.EQGURU.com/images/L/T_716/mp.jpg,24,1500.0,SB-350 Red,15.0,C,36.25,13.875,31.5
75452,KOMATSU,FS28SH-1,Stand-Up Rider Electric,http://www.EQGURU.com/images/L/T_716/fss.jpg,36,2700.0,SB-350 Gray,9.0,D,38.8,20.7,31.5
75457,KOMATSU,FS18S-1,Stand-Up Rider Electric,http://www.EQGURU.com/images/L/T_716/fss.jpg,36,1925.0,SB-350 Gray,9.0,D,38.7,16.1,31.5
75459,KOMATSU,FS18SH-1,Stand-Up Rider Electric,http://www.EQGURU.com/images/L/T_716/fss.jpg,36,1925.0,SB-350 Gray,9.0,D,38.7,16.1,31.5
75463,KOMATSU,FS15S-1,Stand-Up Rider Electric,http://www.EQGURU.com/images/L/T_716/fss.jpg,36,1925.0,SB-350 Gray,9.0,D,38.7,16.1,31.5
75464,KOMATSU,FS15SH-1,Stand-Up Rider Electric,http://www.EQGURU.com/images/L/T_716/fss.jpg,36,1925.0,SB-350 Gray,9.0,D,38.7,16.1,31.5
75465,KOMATSU,FS20SH-1,Stand-Up Rider Electric,http://www.EQGURU.com/images/L/T_716/fss.jpg,36,2700.0,SB-350 Gray,9.0,D,38.8,20.7,31.5
75466,KOMATSU,FS23SH-1,Stand-Up Rider Electric,http://www.EQGURU.com/images/L/T_716/fss.jpg,36,2700.0,SB-350 Gray,9.0,D,38.8,20.7,31.5
75467,KALMAR AC,ES30ASX,Stand-Up Rider Electric,http://www.EQGURU.com/images/L/T_714/essxh.jpg,36,1925.0,SB-350 Gray,9.0,D,38.7,16.1,31.5
75468,KALMAR AC,ES35ASX,Stand-Up Rider Electric,http://www.EQGURU.com/images/L/T_714/essxh.jpg,36,1925.0,SB-350 Gray,9.0,D,38.7,16.1,31.5
75469,KALMAR AC,ES40BSXH,Stand-Up Rider Electric,http://www.EQGURU.com/images/L/T_714/essxh.jpg,36,2700.0,SB-350 Gray,9.0,D,38.8,20.7,31.5
75471,NISSAN,SGXN4-60,Walkie/Ride Low-Lift Pallet,http://www.EQGURU.com/images/L/T_719/sgxn.jpg,24,800.0,SB-175 Gray,20.0,NULL,32.0,13.5,32.0
75473,HYSTER,W30ZC,Walkie High-Lift Counterbalanced,http://www.EQGURU.com/images/L/T_712/zc.jpg,24,600.0,SB-175 Red,20.0,B,33.0,13.5,32.0
75477,HYSTER,E100XL3,Sit-Down Rider Cushion Electric,http://www.EQGURU.com/images/L/T_712/E70-120XL3.jpg,36,4000.0,SB-350 Gray,30.0,B,45.7,44.1,23.15
75478,HYSTER,E100XL3,Sit-Down Rider Cushion Electric,http://www.EQGURU.com/images/L/T_712/E70-120XL3.jpg,48,4000.0,SB-350 Blue,30.0,B,45.7,44.1,23.15
75479,HYSTER,E120XL3,Sit-Down Rider Cushion Electric,http://www.EQGURU.com/images/L/T_712/E70-120XL3.jpg,36,4230.0,SB-350 Gray,30.0,B,45.7,44.1,23.15
75480,HYSTER,E120XL3,Sit-Down Rider Cushion Electric,http://www.EQGURU.com/images/L/T_712/E70-120XL3.jpg,48,4230.0,SB-350 Blue,30.0,B,45.7,44.1,23.15
75481,HYSTER,J40XM2,Sit-Down Rider Pneumatic Electric,http://www.EQGURU.com/images/L/T_712/jxm2.jpg,36,3720.0,SB-350 Gray,30.0,A,38.8,28.3,30.9
75482,HYSTER,J40XM2,Sit-Down Rider Pneumatic Electric,http://www.EQGURU.com/images/L/T_712/jxm2.jpg,48,3720.0,SB-350 Gray,30.0,A,38.8,28.3,30.9
75483,HYSTER,J50XM2,Sit-Down Rider Pneumatic Electric,http://www.EQGURU.com/images/L/T_712/jxm2.jpg,36,3720.0,SB-350 Gray,30.0,A,38.8,28.3,30.9
75484,HYSTER,J50XM2,Sit-Down Rider Pneumatic Electric,http://www.EQGURU.com/images/L/T_712/jxm2.jpg,48,3720.0,SB-350 Gray,30.0,A,38.8,28.3,30.9
75485,HYSTER,J60XM2,Sit-Down Rider Pneumatic Electric,http://www.EQGURU.com/images/L/T_712/jxm2.jpg,36,4456.0,SB-350 Gray,30.0,A,38.8,33.9,30.9
75487,HYSTER,J40XMT2,3-Wheel Rider Electric,http://www.EQGURU.com/images/L/T_712/jxmt2.jpg,36,2100.0,SB-350 Gray,30.0,B,39.0,25.2,23.1
75488,HYSTER,J40XMT2,3-Wheel Rider Electric,http://www.EQGURU.com/images/L/T_712/jxmt2.jpg,48,2100.0,SB-350 Gray,30.0,B,39.0,25.2,23.1
75491,HYSTER,J30XMT2,3-Wheel Rider Electric,http://www.EQGURU.com/images/L/T_712/jxmt2.jpg,48,1700.0,SB-350 Gray,30.0,B,39.0,21.5,23.1
75493,HYSTER,J35XMT2,3-Wheel Rider Electric,http://www.EQGURU.com/images/L/T_712/jxmt2.jpg,36,2100.0,SB-350 Gray,30.0,B,39.0,25.2,23.1
75494,HYSTER,J35XMT2,3-Wheel Rider Electric,http://www.EQGURU.com/images/L/T_712/jxmt2.jpg,48,2100.0,SB-350 Gray,30.0,B,39.0,25.2,23.1
75495,HYSTER,N50XMA,High-Lift Straddle-Type,http://www.EQGURU.com/images/L/T_712/nxma.jpg,24,1250.0,SB-350 Red,16.0,B,38.69,12.13,30.8
75496,HYSTER,N50XMA2,High-Lift Straddle-Type,http://www.EQGURU.com/images/L/T_712/N50XMA2.jpg,24,1500.0,SB-350 Red,16.0,B,39.0,12.5,32.0
75497,HYSTER,N50XMA2,High-Lift Straddle-Type,http://www.EQGURU.com/images/L/T_712/N50XMA2.jpg,36,1550.0,SB-350 Gray,16.0,B,38.88,14.62,32.0
75501,HYSTER,N40XMR2,Narrow Aisle Single Reach,http://www.EQGURU.com/images/L/T_712/nxmr2.jpg,24,1600.0,SB-350 Red,16.0,B,38.9,16.6,31.2
75502,HYSTER,N40XMR2,Narrow Aisle Single Reach,http://www.EQGURU.com/images/L/T_712/nxmr2.jpg,36,1850.0,SB-350 Gray,16.0,B,38.9,16.6,31.2
75503,HYSTER,N40XMR3,Narrow Aisle Single Reach,http://www.EQGURU.com/images/L/T_712/nxmr2.jpg,24,1550.0,SB-350 Red,16.0,B,38.9,14.6,31.2
75504,HYSTER,N40XMR3,Narrow Aisle Single Reach,http://www.EQGURU.com/images/L/T_712/nxmr2.jpg,36,1700.0,SB-350 Gray,16.0,B,38.9,16.6,31.2
75507,HYSTER,N45XMR2,Narrow Aisle Single Reach,http://www.EQGURU.com/images/L/T_712/nxmr2.jpg,36,2500.0,SB-350 Gray,16.0,B,38.9,21.1,31.2
75508,HYSTER,N45XMR3,Narrow Aisle Single Reach,http://www.EQGURU.com/images/L/T_712/nxmr2.jpg,36,2500.0,SB-350 Gray,16.0,B,38.9,21.1,31.2
75509,HYSTER,N45XMXR,Narrow Aisle Single Reach,http://www.EQGURU.com/images/L/T_712/nxmxr2.jpg,36,2200.0,SB-350 Gray,16.0,B,38.88,18.8,31.5
75512,HYSTER,N30XMR2,Narrow Aisle Single Reach,http://www.EQGURU.com/images/L/T_712/nxmr2.jpg,24,1250.0,SB-350 Red,16.0,B,38.7,12.1,30.8
75513,HYSTER,N30XMR3,Narrow Aisle Single Reach,http://www.EQGURU.com/images/L/T_712/nxmr2.jpg,24,1400.0,SB-350 Red,16.0,B,38.88,12.5,31.0
75514,HYSTER,N30XMXDR,Narrow Aisle Double Reach,http://www.EQGURU.com/images/L/T_712/nxmr2.jpg,36,2200.0,SB-350 Gray,16.0,B,38.88,18.8,31.5
75515,HYSTER,N30XMXDR3,Narrow Aisle Double Reach,http://www.EQGURU.com/images/L/T_712/nxmr2.jpg,36,2200.0,SB-350 Gray,16.0,B,38.88,18.8,31.5
75516,HYSTER,N30XMDR2,Narrow Aisle Double Reach,http://www.EQGURU.com/images/L/T_712/nxmr2.jpg,36,2200.0,SB-350 Gray,16.0,B,38.88,18.75,31.18
75517,HYSTER,N30XMDR3,Narrow Aisle Double Reach,http://www.EQGURU.com/images/L/T_712/nxmr2.jpg,36,2200.0,SB-350 Gray,16.0,B,38.88,18.75,31.18
75518,HYSTER,N25XMDR2,Narrow Aisle Double Reach,http://www.EQGURU.com/images/L/T_712/nxmr2.jpg,36,1550.0,SB-350 Gray,16.0,B,38.88,14.62,31.18
75519,HYSTER,N25XMDR3,Narrow Aisle Double Reach,http://www.EQGURU.com/images/L/T_712/nxmr2.jpg,36,1550.0,SB-350 Gray,16.0,B,38.88,14.62,31.18
75520,HYSTER,N30XMH2,Narrow Aisle Swing Reach,http://www.EQGURU.com/images/L/T_712/n30xmh2.jpg,36,3420.0,SB-350 Gray,30.0,B,38.86,24.41,39.76
75521,YALE,MSW025-E,Walkie High-Lift Straddle,http://www.EQGURU.com/images/L/T_726/msw-e.jpg,24,350.0,SB-175 Gray,20.0,B,25.7,8.8,23.3
75524,HYSTER,R30XM,Counterbalanced Order Picker,http://www.EQGURU.com/images/L/T_712/R30XMA2.jpg,24,1500.0,SB-350 Red,16.0,B,35.4,13.5,30.8
75525,HYSTER,R30XM2,Counterbalanced Order Picker,http://www.EQGURU.com/images/L/T_712/R30XMA2.jpg,24,1600.0,SB-350 Red,16.0,B,39.0,14.6,31.5
75526,HYSTER,R30XM2,Counterbalanced Order Picker,http://www.EQGURU.com/images/L/T_712/R30XMA2.jpg,36,1600.0,SB-350 Gray,16.0,B,39.0,14.6,31.5
75527,HYSTER,R30XMS,Counterbalanced Order Picker,http://www.EQGURU.com/images/L/T_712/R30XMS2.jpg,24,1025.0,SB-175 Red,16.0,B,35.9,13.3,23.3
75528,HYSTER,R30XMS2,Counterbalanced Order Picker,http://www.EQGURU.com/images/L/T_712/R30XMS2.jpg,24,900.0,SB-175 Red,16.0,B,36.0,13.5,25.0
75529,HYSTER,R30XMA,Straddle-Type Order Picker,http://www.EQGURU.com/images/L/T_712/R30XMA2.jpg,24,1500.0,SB-350 Red,16.0,B,35.4,13.5,30.8
75530,HYSTER,R30XMA2,Straddle-Type Order Picker,http://www.EQGURU.com/images/L/T_712/R30XMA2.jpg,24,1500.0,SB-350 Red,16.0,B,39.0,14.6,31.5
75531,HYSTER,R30XMA2,Straddle-Type Order Picker,http://www.EQGURU.com/images/L/T_712/R30XMA2.jpg,36,1500.0,SB-350 Gray,16.0,B,39.0,14.6,31.5
75532,HYSTER,R30XMF,Straddle-Type Order Picker,http://www.EQGURU.com/images/L/T_712/R30XMF2.jpg,24,1500.0,SB-350 Red,16.0,B,35.4,13.5,30.8
75533,HYSTER,R30XMF2,Straddle-Type Order Picker,http://www.EQGURU.com/images/L/T_712/R30XMF2.jpg,24,1500.0,SB-350 Red,16.0,B,39.0,14.6,31.5
75534,HYSTER,V30XMU,Turret trucks,http://www.EQGURU.com/images/L/T_712/V30-35XMU.jpg,48,2640.0,SB-350 Blue,30.0,B,44.76,21.65,33.46
75535,HYSTER,V35XMU,Turret trucks,http://www.EQGURU.com/images/L/T_712/V30-35XMU.jpg,72,3520.0,SB-350 Green,30.0,B,40.75,28.74,37.4
75536,HYSTER,V40XMU,Turret trucks,http://www.EQGURU.com/images/L/T_712/V40XMU.jpg,72,4180.0,SB-350 Green,30.0,B,46.14,34.17,33.28
