ID,CategoryID,OptionID,Description,Plate_AH_Rating,CELL,TYPE,PLATES,Total_AH_Rating,VOLTAGE,Battery_Weight
1,BASE_PART_IB,51-1030,6 CELL 45 AH 11 PLT - 225 AH,45,6,45,11,225,12,260
2,BASE_PART_IB,51-1040,6 CELL 45 AH 13 PLT - 270 AH,45,6,45,13,270,12,290
3,BASE_PART_IB,51-1050,6 CELL 45 AH 15 PLT - 315 AH,45,6,45,15,315,12,336
4,BASE_PART_IB,51-1070,6 CELL 45 AH 19 PLT - 405 AH,45,6,45,19,405,12,450
5,BASE_PART_IB,51-1090,6 CELL 45 AH 23 PLT - 495 AH,45,6,45,23,495,12,534
6,BASE_PART_IB,51-1440,6 CELL 85 AH 05 PLT - 170 AH,85,6,75-85-105,5,170,12,230
7,BASE_PART_IB,51-1450,6 CELL 85 AH 07 PLT - 255 AH,85,6,75-85-105,7,255,12,300
8,BASE_PART_IB,51-1460,6 CELL 85 AH 09 PLT - 340 AH,85,6,75-85-105,9,340,12,380
9,BASE_PART_IB,51-1470,6 CELL 85 AH 11 PLT - 425 AH,85,6,75-85-105,11,425,12,470
10,BASE_PART_IB,51-1480,6 CELL 85 AH 13 PLT - 510 AH,85,6,75-85-105,13,510,12,520
